Original: whale | Swapped: al->in | Result: whine
Original: wearers | Swapped: ar->nd | Result: wenders
Original: carmakes | Swapped: ak->in | Result: carmines
Original: binoche | Swapped: in->ri | Result: brioche
Original: comte | Swapped: mt->nd | Result: conde
Original: comte | Swapped: mt->ok | Result: cooke
Original: brando | Swapped: nd->sc | Result: brasco
Original: furious | Swapped: ri->sc | Result: fuscous
Original: prions | Swapped: ri->ut | Result: putons
Original: shining | Swapped: hi->in | Result: sinning
Original: shining | Swapped: in->or | Result: shoring
Original: scoter | Swapped: co->in | Result: sinter
Original: scoter | Swapped: co->la | Result: slater
Original: scoter | Swapped: co->or | Result: sorter
Original: scoter | Swapped: co->ut | Result: sutter
Original: rescales | Swapped: al->or | Result: rescores
Original: sharing | Swapped: ar->in | Result: shining
Original: bindles | Swapped: in->ri | Result: bridles
Original: seals | Swapped: al->ct | Result: sects
Original: seals | Swapped: al->mi | Result: semis
Original: seals | Swapped: al->nd | Result: sends
Original: stinking | Swapped: in->ri | Result: striking
Original: redeyed | Swapped: de->la | Result: relayed
Original: takecare | Swapped: ca->mo | Result: takemore
Original: compilations | Swapped: il->ut | Result: computations
Original: faker | Swapped: ak->il | Result: filer
Original: faker | Swapped: ak->in | Result: finer
Original: peepat | Swapped: pa->wi | Result: peewit
Original: confiding | Swapped: id->ut | Result: confuting
Original: strakes | Swapped: ak->id | Result: strides
Original: decanting | Swapped: ca->me | Result: dementing
Original: monde | Swapped: nd->or | Result: moore
Original: onsale | Swapped: al->id | Result: onside
Original: stiles | Swapped: il->ok | Result: stokes
Original: stiles | Swapped: il->or | Result: stores
Original: wakening | Swapped: ak->id | Result: widening
Original: flooring | Swapped: or->ut | Result: flouting
Original: barony | Swapped: ar->ri | Result: briony
Original: record | Swapped: co->ga | Result: regard
Original: record | Swapped: co->wa | Result: reward
Original: shares | Swapped: ar->in | Result: shines
Original: shares | Swapped: ar->mo | Result: shmoes
Original: toros | Swapped: or->ri | Result: trios
Original: dentals | Swapped: al->in | Result: dentins
Original: shortfilm | Swapped: il->or | Result: shortform
Original: gmats | Swapped: ma->ri | Result: grits
Original: jails | Swapped: il->me | Result: james
Original: jails | Swapped: il->ne | Result: janes
Original: jails | Swapped: il->va | Result: javas
Original: jails | Swapped: il->wa | Result: jawas
Original: planks | Swapped: la->ri | Result: prinks
Original: shakingup | Swapped: ak->or | Result: shoringup
Original: veiling | Swapped: il->nd | Result: vending
Original: themick | Swapped: mi->pa | Result: thepack
Original: piners | Swapped: in->ok | Result: pokers
Original: piners | Swapped: in->ri | Result: priers
Original: toiled | Swapped: il->ut | Result: touted
Original: lecter | Swapped: ct->nd | Result: lender
Original: remiss | Swapped: mi->pa | Result: repass
Original: giddy | Swapped: id->or | Result: gordy
Original: pinyin | Swapped: in->la | Result: playin
Original: making | Swapped: ak->in | Result: mining
Original: making | Swapped: ak->ut | Result: muting
Original: rewinding | Swapped: in->or | Result: rewording
Original: tinstar | Swapped: in->ri | Result: tristar
Original: anvils | Swapped: nv->va | Result: avails
Original: nearer | Swapped: ar->ut | Result: neuter
Original: makeover | Swapped: ak->or | Result: moreover
Original: finkingout | Swapped: in->la | Result: flakingout
Original: mimes | Swapped: me->nd | Result: minds
Original: tinmen | Swapped: me->pa | Result: tinpan
Original: scalesup | Swapped: ca->id | Result: sidlesup
Original: messala | Swapped: al->in | Result: messina
Original: kaine | Swapped: in->ny | Result: kanye
Original: artfilm | Swapped: il->or | Result: artform
Original: torts | Swapped: or->wi | Result: twits
Original: sealsup | Swapped: al->nd | Result: sendsup
Original: pinup | Swapped: in->ut | Result: putup
Original: malay | Swapped: al->or | Result: moray
Original: malay | Swapped: la->nd | Result: mandy
Original: walkoff | Swapped: al->or | Result: workoff
Original: canals | Swapped: al->id | Result: canids
Original: canals | Swapped: al->ne | Result: cannes
Original: canals | Swapped: al->va | Result: canvas
Original: coalition | Swapped: al->nd | Result: condition
Original: flattering | Swapped: la->ri | Result: frittering
Original: darning | Swapped: ar->in | Result: dinning
Original: beins | Swapped: in->ne | Result: benes
Original: beins | Swapped: in->nd | Result: bends
Original: quarter | Swapped: ar->il | Result: quilter
Original: florist | Swapped: or->ut | Result: flutist
Original: scamon | Swapped: ca->hi | Result: shimon
Original: farmers | Swapped: ar->la | Result: flamers
Original: maines | Swapped: in->mi | Result: mamies
Original: maines | Swapped: in->ri | Result: maries
Original: dialout | Swapped: al->ms | Result: dimsout
Original: dialout | Swapped: al->ne | Result: dineout
Original: getwind | Swapped: in->or | Result: getword
Original: variants | Swapped: ia->me | Result: varments
Original: variants | Swapped: ia->mi | Result: varmints
Original: wideness | Swapped: de->ri | Result: wiriness
Original: paidin | Swapped: id->pa | Result: papain
Original: cacao | Swapped: ca->me | Result: cameo
Original: cacao | Swapped: ca->nd | Result: cando
Original: cores | Swapped: or->ri | Result: cries
Original: parks | Swapped: ar->in | Result: pinks
Original: unexpected | Swapped: ct->nd | Result: unexpended
Original: flattered | Swapped: la->ri | Result: frittered
Original: remoter | Swapped: mo->wa | Result: rewater
Original: baldy | Swapped: al->id | Result: biddy
Original: chipped | Swapped: hi->la | Result: clapped
Original: starved | Swapped: ar->ri | Result: strived
Original: algae | Swapped: ga->in | Result: aline
Original: charier | Swapped: ar->ok | Result: chokier
Original: headily | Swapped: il->wa | Result: headway
Original: cokie | Swapped: ok->ut | Result: cutie
Original: octal | Swapped: ct->ne | Result: oneal
Original: largos | Swapped: ar->in | Result: lingos
Original: mineo | Swapped: ne->sd | Result: misdo
Original: theart | Swapped: ar->ca | Result: thecat
Original: theart | Swapped: ar->me | Result: themet
Original: theart | Swapped: ar->ne | Result: thenet
Original: silento | Swapped: il->or | Result: sorento
Original: fingers | Swapped: in->or | Result: forgers
Original: raids | Swapped: id->mi | Result: ramis
Original: raids | Swapped: id->mo | Result: ramos
Original: filmed | Swapped: il->la | Result: flamed
Original: filmed | Swapped: il->or | Result: formed
Original: hinton | Swapped: in->or | Result: horton
Original: hinton | Swapped: in->ut | Result: hutton
Original: flares | Swapped: ar->ut | Result: flutes
Original: permeated | Swapped: me->or | Result: perorated
Original: janet | Swapped: ne->wa | Result: jawat
Original: southward | Swapped: ar->in | Result: southwind
Original: sparling | Swapped: ar->il | Result: spilling
Original: sparling | Swapped: pa->wi | Result: swirling
Original: decided | Swapped: id->ri | Result: decried
Original: pings | Swapped: in->ri | Result: prigs
Original: talers | Swapped: al->ri | Result: triers
Original: macao | Swapped: ca->ri | Result: mario
Original: brides | Swapped: id->ut | Result: brutes
Original: comeup | Swapped: me->ok | Result: cookup
Original: barring | Swapped: ar->la | Result: blaring
Original: faking | Swapped: ak->il | Result: filing
Original: faking | Swapped: ak->in | Result: fining
Original: compiler | Swapped: il->ut | Result: computer
Original: hailto | Swapped: il->nd | Result: handto
Original: toiling | Swapped: il->ut | Result: touting
Original: training | Swapped: in->nc | Result: trancing
Original: trailing | Swapped: il->nc | Result: trancing
Original: compactcar | Swapped: ct->ny | Result: companycar
Original: stilts | Swapped: il->pa | Result: stpats
Original: wares | Swapped: ar->il | Result: wiles
Original: wares | Swapped: ar->in | Result: wines
Original: hardees | Swapped: de->ri | Result: harries
Original: insales | Swapped: al->id | Result: insides
Original: canard | Swapped: ar->ne | Result: canned
Original: rewinds | Swapped: in->or | Result: rewords
Original: marketplaces | Swapped: la->ri | Result: marketprices
Original: bacos | Swapped: co->il | Result: bails
Original: bacos | Swapped: co->ne | Result: banes
Original: bacos | Swapped: co->nd | Result: bands
Original: spanishlace | Swapped: la->ri | Result: spanishrice
Original: mccoy | Swapped: co->fl | Result: mcfly
Original: vegas | Swapped: ga->il | Result: veils
Original: vegas | Swapped: ga->in | Result: veins
Original: vegas | Swapped: ga->nd | Result: vends
Original: skypes | Swapped: ky->wi | Result: swipes
Original: shivers | Swapped: hi->il | Result: silvers
Original: shivers | Swapped: hi->la | Result: slavers
Original: width | Swapped: id->or | Result: worth
Original: gammas | Swapped: ma->ut | Result: gamuts
Original: demoing | Swapped: mo->ny | Result: denying
Original: redcoats | Swapped: co->me | Result: redmeats
Original: clasped | Swapped: la->ri | Result: crisped
Original: unmoved | Swapped: mo->pa | Result: unpaved
Original: princess | Swapped: nc->or | Result: prioress
Original: romeo | Swapped: me->nc | Result: ronco
Original: romeo | Swapped: me->nd | Result: rondo
Original: sonars | Swapped: ar->ny | Result: sonnys
Original: staffcars | Swapped: ar->ut | Result: staffcuts
Original: hmong | Swapped: mo->wa | Result: hwang
Original: tides | Swapped: id->ok | Result: tokes
Original: tides | Swapped: id->ri | Result: tries
Original: parson | Swapped: ar->in | Result: pinson
Original: parson | Swapped: ar->ri | Result: prison
Original: parson | Swapped: ar->ut | Result: putson
Original: scaleless | Swapped: al->or | Result: scoreless
Original: cloaks | Swapped: ak->ne | Result: clones
Original: cloaks | Swapped: ak->ri | Result: cloris
Original: cloaks | Swapped: ak->ut | Result: clouts
Original: silas | Swapped: la->ne | Result: sines
Original: mindy | Swapped: in->la | Result: mlady
Original: sines | Swapped: in->or | Result: sores
Original: resales | Swapped: al->id | Result: resides
Original: stalker | Swapped: al->in | Result: stinker
Original: stalker | Swapped: al->ri | Result: striker
Original: sailboarding | Swapped: il->nd | Result: sandboarding
Original: hinny | Swapped: in->or | Result: horny
Original: thenets | Swapped: ne->pa | Result: thepats
Original: cargoes | Swapped: ar->hi | Result: chigoes
Original: jarts | Swapped: ar->il | Result: jilts
Original: slanged | Swapped: la->wi | Result: swinged
Original: ailment | Swapped: il->la | Result: alament
Original: airfares | Swapped: ar->ri | Result: airfries
Original: barters | Swapped: ar->ut | Result: butters
Original: overbake | Swapped: ak->or | Result: overbore
Original: clacked | Swapped: la->ri | Result: cricked
Original: quarters | Swapped: ar->il | Result: quilters
Original: replant | Swapped: la->ri | Result: reprint
Original: brazed | Swapped: az->in | Result: brined
Original: rewind | Swapped: in->or | Result: reword
Original: makos | Swapped: ak->il | Result: milos
Original: makos | Swapped: ak->in | Result: minos
Original: makos | Swapped: ak->sd | Result: msdos
Original: tactless | Swapped: ct->il | Result: tailless
Original: tactless | Swapped: ct->me | Result: tameless
Original: vacay | Swapped: ca->nd | Result: vandy
Original: harald | Swapped: al->me | Result: harmed
Original: onecoat | Swapped: co->fl | Result: oneflat
Original: seared | Swapped: ar->in | Result: seined
Original: pencaps | Swapped: nc->tn | Result: petnaps
Original: dinesout | Swapped: in->ri | Result: driesout
Original: domain | Swapped: ma->ne | Result: donein
Original: opaline | Swapped: pa->ut | Result: outline
Original: piling | Swapped: il->ok | Result: poking
Original: piling | Swapped: il->or | Result: poring
Original: speaker | Swapped: ak->ct | Result: specter
Original: speaker | Swapped: ak->nc | Result: spencer
Original: speaker | Swapped: ak->nd | Result: spender
Original: remained | Swapped: in->nd | Result: remanded
Original: dales | Swapped: al->in | Result: dines
Original: dales | Swapped: al->ri | Result: dries
Original: coins | Swapped: in->la | Result: colas
Original: coins | Swapped: in->me | Result: comes
Original: coins | Swapped: in->ma | Result: comas
Original: coins | Swapped: in->ne | Result: cones
Original: coins | Swapped: in->ok | Result: cooks
Original: coins | Swapped: in->or | Result: coors
Original: cares | Swapped: ar->ok | Result: cokes
Original: cares | Swapped: ar->ri | Result: cries
Original: onerate | Swapped: ne->ut | Result: outrate
Original: waraces | Swapped: ar->wi | Result: wwiaces
Original: roided | Swapped: id->ok | Result: rooked
Original: roided | Swapped: id->ut | Result: routed
Original: tiles | Swapped: il->ok | Result: tokes
Original: tiles | Swapped: il->ri | Result: tries
Original: tincan | Swapped: ca->me | Result: tinmen
Original: plumcot | Swapped: co->me | Result: plummet
Original: flange | Swapped: la->ri | Result: fringe
Original: fiasco | Swapped: ia->ri | Result: frisco
Original: chiles | Swapped: il->ok | Result: chokes
Original: chiles | Swapped: il->or | Result: chores
Original: chiles | Swapped: il->ut | Result: chutes
Original: harts | Swapped: ar->il | Result: hilts
Original: harts | Swapped: ar->in | Result: hints
Original: remick | Swapped: mi->pa | Result: repack
